parcel_id,slr_cm,storm,depth_m,duration_hr,wave_ht_m,slr_m,ADDRESS,ZIP OR POSTAL CODE
18,50,100yr,0,0,0,0.5,4950 Sandyland Rd #129,93013
18,75,avg,0,0,0,0.75,4950 Sandyland Rd #129,93013
18,75,100yr,7,5.91995906829834,0.054980017244815826,0.75,4950 Sandyland Rd #129,93013
18,100,avg,0,0,0,1,4950 Sandyland Rd #129,93013
18,100,100yr,18,5.91995906829834,0.054980017244815826,1,4950 Sandyland Rd #129,93013
18,125,avg,8.994142532348633,14.571115493774414,0.03137650713324547,1.25,4950 Sandyland Rd #129,93013
18,125,100yr,66,20.80668067932129,0.06975175440311432,1.25,4950 Sandyland Rd #129,93013
18,150,avg,33.994140625,14.571115493774414,0.03136831521987915,1.5,4950 Sandyland Rd #129,93013
18,150,100yr,114,20.80668067932129,0.06975175440311432,1.5,4950 Sandyland Rd #129,93013
18,175,avg,0,0,0,1.75,4950 Sandyland Rd #129,93013
18,175,100yr,119,24.734148025512695,0.11682069301605225,1.75,4950 Sandyland Rd #129,93013
18,200,avg,0,0,0,2,4950 Sandyland Rd #129,93013
18,200,100yr,150,24.734148025512695,0.11682069301605225,2,4950 Sandyland Rd #129,93013
18,500,avg,376.994140625,24.15317153930664,0.45821210741996765,5,4950 Sandyland Rd #129,93013
18,500,100yr,410,24.16423225402832,1.7895972728729248,5,4950 Sandyland Rd #129,93013
19,0,avg,0,0,0,0,4902 Sandyland Rd #136,93013
19,0,100yr,4,4.141206741333008,0.0051124789752066135,0,4902 Sandyland Rd #136,93013
19,25,avg,0,0,0,0.25,4902 Sandyland Rd #136,93013
19,25,100yr,0,0,0,0.25,4902 Sandyland Rd #136,93013
19,50,avg,0,0,0,0.5,4902 Sandyland Rd #136,93013
19,50,100yr,0,0,0,0.5,4902 Sandyland Rd #136,93013
19,75,avg,0,0,0,0.75,4902 Sandyland Rd #136,93013
19,75,100yr,0,0,0,0.75,4902 Sandyland Rd #136,93013
19,100,avg,0,0,0,1,4902 Sandyland Rd #136,93013
19,100,100yr,7,5.617352485656738,0.05141527205705643,1,4902 Sandyland Rd #136,93013
19,125,avg,0,0,0,1.25,4902 Sandyland Rd #136,93013
19,125,100yr,55,20.549270629882812,0.06128976121544838,1.25,4902 Sandyland Rd #136,93013
19,150,avg,22.38506507873535,14.577803611755371,0.02256121300160885,1.5,4902 Sandyland Rd #136,93013
19,150,100yr,105,20.549270629882812,0.06128976121544838,1.5,4902 Sandyland Rd #136,93013
19,175,avg,0,0,0,1.75,4902 Sandyland Rd #136,93013
19,175,100yr,108,24.746355056762695,0.09185071289539337,1.75,4902 Sandyland Rd #136,93013
19,200,avg,0,0,0,2,4902 Sandyland Rd #136,93013
19,200,100yr,138,24.746355056762695,0.09185071289539337,2,4902 Sandyland Rd #136,93013
19,500,avg,366.38507080078125,24.147714614868164,0.45976823568344116,5,4902 Sandyland Rd #136,93013
19,500,100yr,399,24.158912658691406,1.7850728034973145,5,4902 Sandyland Rd #136,93013
20,0,avg,0,0,0,0,4950 Sandyland Rd #220,93013
20,0,100yr,13,4.465486526489258,0.00546693941578269,0,4950 Sandyland Rd #220,93013
20,25,avg,0,0,0,0.25,4950 Sandyland Rd #220,93013
20,25,100yr,0,0,0,0.25,4950 Sandyland Rd #220,93013
20,50,avg,0,0,0,0.5,4950 Sandyland Rd #220,93013
20,50,100yr,0,0,0,0.5,4950 Sandyland Rd #220,93013
20,75,avg,0,0,0,0.75,4950 Sandyland Rd #220,93013
20,75,100yr,7,5.91995906829834,0.054980017244815826,0.75,4950 Sandyland Rd #220,93013
20,100,avg,0,0,0,1,4950 Sandyland Rd #220,93013
20,100,100yr,18,5.91995906829834,0.054980017244815826,1,4950 Sandyland Rd #220,93013
20,125,avg,8.994142532348633,14.571115493774414,0.03137650713324547,1.25,4950 Sandyland Rd #220,93013
20,125,100yr,66,20.80668067932129,0.06975175440311432,1.25,4950 Sandyland Rd #220,93013
20,150,avg,33.994140625,14.571115493774414,0.03136831521987915,1.5,4950 Sandyland Rd #220,93013
20,150,100yr,114,20.80668067932129,0.06975175440311432,1.5,4950 Sandyland Rd #220,93013
20,175,avg,0,0,0,1.75,4950 Sandyland Rd #220,93013
20,175,100yr,119,24.734148025512695,0.11682069301605225,1.75,4950 Sandyland Rd #220,93013
20,200,avg,0,0,0,2,4950 Sandyland Rd #220,93013
20,200,100yr,150,24.734148025512695,0.11682069301605225,2,4950 Sandyland Rd #220,93013
20,500,avg,376.994140625,24.15317153930664,0.45821210741996765,5,4950 Sandyland Rd #220,93013
20,500,100yr,410,24.16423225402832,1.7895972728729248,5,4950 Sandyland Rd #220,93013
21,0,avg,0,0,0,0,4923 Sandyland Rd,93013
21,0,100yr,6,7.282102108001709,0.038553010672330856,0,4923 Sandyland Rd,93013
21,25,avg,0,0,0,0.25,4923 Sandyland Rd,93013
21,25,100yr,36,8.188736915588379,0.2352062165737152,0.25,4923 Sandyland Rd,93013
21,50,avg,0,0,0,0.5,4923 Sandyland Rd,93013
21,50,100yr,17,8.188736915588379,0.2352062165737152,0.5,4923 Sandyland Rd,93013
21,75,avg,0,0,0,0.75,4923 Sandyland Rd,93013
21,75,100yr,45,10.232356071472168,0.38772061467170715,0.75,4923 Sandyland Rd,93013
21,100,avg,17.276832580566406,5.662047386169434,0.1367930918931961,1,4923 Sandyland Rd,93013
21,100,100yr,47,10.232356071472168,0.38772061467170715,1,4923 Sandyland Rd,93013
21,125,avg,56.53938293457031,10.637280464172363,0.15647119283676147,1.25,4923 Sandyland Rd,93013
21,125,100yr,109,17.091121673583984,0.43718647956848145,1.25,4923 Sandyland Rd,93013
21,150,avg,91.04212188720703,10.637280464172363,0.15653055906295776,1.5,4923 Sandyland Rd,93013
21,150,100yr,167,17.091121673583984,0.43718647956848145,1.5,4923 Sandyland Rd,93013
21,175,avg,65.602081298828125,21.87019157409668,0.16947020590305328,1.75,4923 Sandyland Rd,93013
21,175,100yr,170,23.522804260253906,0.582261860370636,1.75,4923 Sandyland Rd,93013
21,200,avg,57.69082260131836,21.87019157409668,0.1694217026233673,2,4923 Sandyland Rd,93013
21,200,100yr,191,23.522804260253906,0.582261860370636,2,4923 Sandyland Rd,93013
21,500,avg,338.59222412109375,24.345043182373047,0.4574950337409973,5,4923 Sandyland Rd,93013
21,500,100yr,369,24.355947494506836,2.189727783203125,5,4923 Sandyland Rd,93013
22,0,avg,0,0,0,0,4950 Sandyland Rd #229,93013
22,0,100yr,13,4.465486526489258,0.00546693941578269,0,4950 Sandyland Rd #229,93013
22,25,avg,0,0,0,0.25,4950 Sandyland Rd #229,93013
22,25,100yr,0,0,0,0.25,4950 Sandyland Rd #229,93013
22,50,avg,0,0,0,0.5,4950 Sandyland Rd #229,93013
22,50,100yr,0,0,0,0.5,4950 Sandyland Rd #229,93013
22,75,avg,0,0,0,0.75,4950 Sandyland Rd #229,93013
22,75,100yr,7,5.91995906829834,0.054980017244815826,0.75,4950 Sandyland Rd #229,93013
22,100,avg,0,0,0,1,4950 Sandyland Rd #229,93013
22,100,100yr,18,5.91995906829834,0.054980017244815826,1,4950 Sandyland Rd #229,93013
22,125,avg,8.994142532348633,14.571115493774414,0.03137650713324547,1.25,4950 Sandyland Rd #229,93013
22,125,100yr,66,20.80668067932129,0.06975175440311432,1.25,4950 Sandyland Rd #229,93013
22,150,avg,33.994140625,14.571115493774414,0.03136831521987915,1.5,4950 Sandyland Rd #229,93013
22,150,100yr,114,20.80668067932129,0.06975175440311432,1.5,4950 Sandyland Rd #229,93013
22,175,avg,0,0,0,1.75,4950 Sandyland Rd #229,93013
22,175,100yr,119,24.734148025512695,0.11682069301605225,1.75,4950 Sandyland Rd #229,93013
22,200,avg,0,0,0,2,4950 Sandyland Rd #229,93013
22,200,100yr,150,24.734148025512695,0.11682069301605225,2,4950 Sandyland Rd #229,93013
22,500,avg,376.994140625,24.15317153930664,0.45821210741996765,5,4950 Sandyland Rd #229,93013
22,500,100yr,410,24.16423225402832,1.7895972728729248,5,4950 Sandyland Rd #229,93013
23,0,avg,0,0,0,0,4700 Sandyland Rd #16,93013
23,0,100yr,0,0,0,0,4700 Sandyland Rd #16,93013
23,25,avg,0,0,0,0.25,4700 Sandyland Rd #16,93013
23,25,100yr,0,0,0,0.25,4700 Sandyland Rd #16,93013
23,50,avg,0,0,0,0.5,4700 Sandyland Rd #16,93013
23,50,100yr,0,0,0,0.5,4700 Sandyland Rd #16,93013
23,75,avg,0,0,0,0.75,4700 Sandyland Rd #16,93013
23,75,100yr,0,0,0,0.75,4700 Sandyland Rd #16,93013
23,100,avg,0,0,0,1,4700 Sandyland Rd #16,93013
23,100,100yr,0,0,0,1,4700 Sandyland Rd #16,93013
23,125,avg,0,0,0,1.25,4700 Sandyland Rd #16,93013
23,125,100yr,8,22.642047882080078,0,1.25,4700 Sandyland Rd #16,93013
23,150,avg,5.149549961090088,22.654216766357422,0,1.5,4700 Sandyland Rd #16,93013
23,150,100yr,60,22.642047882080078,0,1.5,4700 Sandyland Rd #16,93013
23,175,avg,0,0,0,1.75,4700 Sandyland Rd #16,93013
23,175,100yr,76,24.848215103149414,0.015977153554558754,1.75,4700 Sandyland Rd #16,93013
23,200,avg,0,0,0,2,4700 Sandyland Rd #16,93013
23,200,100yr,92,24.848215103149414,0.015977153554558754,2,4700 Sandyland Rd #16,93013
23,500,avg,343.1123962402344,24.24680519104004,0.4536273777484894,5,4700 Sandyland Rd #16,93013
23,500,100yr,377,24.256132125854492,1.6256500482559204,5,4700 Sandyland Rd #16,93013
24,0,avg,0,0,0,0,4700 Sandyland Rd #35,93013
24,0,100yr,0,0,0,0,4700 Sandyland Rd #35,93013
24,25,avg,0,0,0,0.25,4700 Sandyland Rd #35,93013
24,25,100yr,0,0,0,0.25,4700 Sandyland Rd #35,93013
24,50,avg,0,0,0,0.5,4700 Sandyland Rd #35,93013
24,50,100yr,0,0,0,0.5,4700 Sandyland Rd #35,93013
24,75,avg,0,0,0,0.75,4700 Sandyland Rd #35,93013
24,75,100yr,0,0,0,0.75,4700 Sandyland Rd #35,93013
24,100,avg,0,0,0,1,4700 Sandyland Rd #35,93013
24,100,100yr,0,0,0,1,4700 Sandyland Rd #35,93013
24,125,avg,0,0,0,1.25,4700 Sandyland Rd #35,93013
24,125,100yr,9,22.45623016357422,0.011928612366318703,1.25,4700 Sandyland Rd #35,93013
24,150,avg,11.355085372924805,21.749187469482422,0.00530305877327919,1.5,4700 Sandyland Rd #35,93013
24,150,100yr,58,22.45623016357422,0.011928612366318703,1.5,4700 Sandyland Rd #35,93013
24,175,avg,1.3550852537155151,22.72498321533203,0.035440947860479355,1.75,4700 Sandyland Rd #35,93013
24,175,100yr,78,24.850000381469727,0.03824079781770706,1.75,4700 Sandyland Rd #35,93013
24,200,avg,1,22.726478576660156,0.03585384413599968,2,4700 Sandyland Rd #35,93013
24,200,100yr,98,24.850000381469727,0.03824079781770706,2,4700 Sandyland Rd #35,93013
24,500,avg,347.891357421875,24.2569580078125,0.4491201341152191,5,4700 Sandyland Rd #35,93013
24,500,100yr,382,24.291257858276367,1.582277536392212,5,4700 Sandyland Rd #35,93013
25,0,avg,0,0,0,0,4595 Avenue Del Mar,93013
25,0,100yr,0,0,0,0,4595 Avenue Del Mar,93013
25,25,avg,0,0,0,0.25,4595 Avenue Del Mar,93013
25,25,100yr,0,0,0,0.25,4595 Avenue Del Mar,93013
25,50,avg,0,0,0,0.5,4595 Avenue Del Mar,93013
25,50,100yr,0,0,0,0.5,4595 Avenue Del Mar,93013
25,75,avg,0,0,0,0.75,4595 Avenue Del Mar,93013
25,75,100yr,0,0,0,0.75,4595 Avenue Del Mar,93013
25,100,avg,0,0,0,1,4595 Avenue Del Mar,93013
25,100,100yr,0,0,0,1,4595 Avenue Del Mar,93013
25,125,avg,0,0,0,1.25,4595 Avenue Del Mar,93013
25,125,100yr,0,0,0,1.25,4595 Avenue Del Mar,93013
25,150,avg,0,0,0,1.5,4595 Avenue Del Mar,93013
25,150,100yr,0,0,0,1.5,4595 Avenue Del Mar,93013
25,175,avg,0,0,0,1.75,4595 Avenue Del Mar,93013
25,175,100yr,0,0,0,1.75,4595 Avenue Del Mar,93013
25,200,avg,0,0,0,2,4595 Avenue Del Mar,93013
25,200,100yr,1,23.391895294189453,1.2238593101501465,2,4595 Avenue Del Mar,93013
25,500,avg,167.75094604492188,24.51151466369629,0.47129765152931213,5,4595 Avenue Del Mar,93013
25,500,100yr,185,24.530532836914062,2.556260824203491,5,4595 Avenue Del Mar,93013
26,0,avg,0,0,0,0,4950 Sandyland Rd #223,93013
26,0,100yr,13,4.465486526489258,0.00546693941578269,0,4950 Sandyland Rd #223,93013
26,25,avg,0,0,0,0.25,4950 Sandyland Rd #223,93013
26,25,100yr,0,0,0,0.25,4950 Sandyland Rd #223,93013
26,50,avg,0,0,0,0.5,4950 Sandyland Rd #223,93013
26,50,100yr,0,0,0,0.5,4950 Sandyland Rd #223,93013
26,75,avg,0,0,0,0.75,4950 Sandyland Rd #223,93013
26,75,100yr,7,5.91995906829834,0.054980017244815826,0.75,4950 Sandyland Rd #223,93013
26,100,avg,0,0,0,1,4950 Sandyland Rd #223,93013
26,100,100yr,18,5.91995906829834,0.054980017244815826,1,4950 Sandyland Rd #223,93013
26,125,avg,8.994142532348633,14.571115493774414,0.03137650713324547,1.25,4950 Sandyland Rd #223,93013
26,125,100yr,66,20.80668067932129,0.06975175440311432,1.25,4950 Sandyland Rd #223,93013
26,150,avg,33.994140625,14.571115493774414,0.03136831521987915,1.5,4950 Sandyland Rd #223,93013
26,150,100yr,114,20.80668067932129,0.06975175440311432,1.5,4950 Sandyland Rd #223,93013
26,175,avg,0,0,0,1.75,4950 Sandyland Rd #223,93013
26,175,100yr,119,24.734148025512695,0.11682069301605225,1.75,4950 Sandyland Rd #223,93013
26,200,avg,0,0,0,2,4950 Sandyland Rd #223,93013
26,200,100yr,150,24.734148025512695,0.11682069301605225,2,4950 Sandyland Rd #223,93013
26,500,avg,376.994140625,24.15317153930664,0.45821210741996765,5,4950 Sandyland Rd #223,93013
26,500,100yr,410,24.16423225402832,1.7895972728729248,5,4950 Sandyland Rd #223,93013
27,0,avg,0,0,0,0,4815 Sandyland Rd #A,93013
27,0,100yr,110,4.549665927886963,0.08689766377210617,0,4815 Sandyland Rd #A,93013
27,25,avg,0,0,0,0.25,4815 Sandyland Rd #A,93013
27,25,100yr,103,4.4336700439453125,0.21096497774124146,0.25,4815 Sandyland Rd #A,93013
27,50,avg,0,0,0,0.5,4815 Sandyland Rd #A,93013
27,50,100yr,92,4.4336700439453125,0.21096497774124146,0.5,4815 Sandyland Rd #A,93013
27,75,avg,0,0,0,0.75,4815 Sandyland Rd #A,93013
27,75,100yr,108,6.536561489105225,0.2768036723136902,0.75,4815 Sandyland Rd #A,93013
27,100,avg,87.1658706665039,2.90002703666687,0.09163761883974075,1,4815 Sandyland Rd #A,93013
27,100,100yr,112,6.536561489105225,0.2768036723136902,1,4815 Sandyland Rd #A,93013
27,125,avg,127.84857940673828,16.69816017150879,0.0898614302277565,1.25,4815 Sandyland Rd #A,93013
27,125,100yr,169,19.963998794555664,0.32098352909088135,1.25,4815 Sandyland Rd #A,93013
27,150,avg,167.20458984375,16.69816017150879,0.08991219848394394,1.5,4815 Sandyland Rd #A,93013
27,150,100yr,225,19.963998794555664,0.32098352909088135,1.5,4815 Sandyland Rd #A,93013
27,175,avg,152.20458984375,22.913249969482422,0.08718109130859375,1.75,4815 Sandyland Rd #A,93013
27,175,100yr,241,24.7812557220459,0.36178192496299744,1.75,4815 Sandyland Rd #A,93013
27,200,avg,148.41497802734375,22.913249969482422,0.08713153749704361,2,4815 Sandyland Rd #A,93013
27,200,100yr,259,24.7812557220459,0.36178192496299744,2,4815 Sandyland Rd #A,93013
27,500,avg,458.2987976074219,24.502466201782227,0.46087726950645447,5,4815 Sandyland Rd #A,93013
27,500,100yr,489,24.51129913330078,2.0998780727386475,5,4815 Sandyland Rd #A,93013
28,0,avg,0,0,0,0,607 Sand Point Rd,93013
28,0,100yr,0,0,0,0,607 Sand Point Rd,93013
28,25,avg,0,0,0,0.25,607 Sand Point Rd,93013
28,25,100yr,0,0,0,0.25,607 Sand Point Rd,93013
28,50,avg,0,0,0,0.5,607 Sand Point Rd,93013
28,50,100yr,0,0,0,0.5,607 Sand Point Rd,93013
28,75,avg,0,0,0,0.75,607 Sand Point Rd,93013
28,75,100yr,1,9.590363502502441,0.5109184980392456,0.75,607 Sand Point Rd,93013
28,100,avg,0,0,0,1,607 Sand Point Rd,93013
28,100,100yr,29,9.590363502502441,0.5109184980392456,1,607 Sand Point Rd,93013
28,125,avg,27.30274200439453,17.05230140686035,0.3299250304698944,1.25,607 Sand Point Rd,93013
28,125,100yr,60,18.87760353088379,0.7230845093727112,1.25,607 Sand Point Rd,93013
28,150,avg,65.12078094482422,17.05230140686035,0.3299085795879364,1.5,607 Sand Point Rd,93013
28,150,100yr,92,18.87760353088379,0.7230845093727112,1.5,607 Sand Point Rd,93013
28,175,avg,91.58369445800781,19.90363121032715,0.3666711151599884,1.75,607 Sand Point Rd,93013
28,175,100yr,121,21.946470260620117,0.8314902782440186,1.75,607 Sand Point Rd,93013
28,200,avg,118.30274200439453,19.90363121032715,0.3666876256465912,2,607 Sand Point Rd,93013
28,200,100yr,150,21.946470260620117,0.8314902782440186,2,607 Sand Point Rd,93013
28,500,avg,403.12078857421875,24.315811157226562,0.5789194703102112,5,607 Sand Point Rd,93013
28,500,100yr,437,24.325180053710938,2.4131646156311035,5,607 Sand Point Rd,93013
29,0,avg,0,0,0,0,4315 Del Mar Ave,93013
29,0,100yr,0,0,0,0,4315 Del Mar Ave,93013
29,25,avg,0,0,0,0.25,4315 Del Mar Ave,93013
29,25,100yr,0,0,0,0.25,4315 Del Mar Ave,93013
29,50,avg,0,0,0,0.5,4315 Del Mar Ave,93013
29,50,100yr,0,0,0,0.5,4315 Del Mar Ave,93013
29,75,avg,0,0,0,0.75,4315 Del Mar Ave,93013
29,75,100yr,0,0,0,0.75,4315 Del Mar Ave,93013
29,100,avg,0,0,0,1,4315 Del Mar Ave,93013
29,100,100yr,0,0,0,1,4315 Del Mar Ave,93013
29,125,avg,0,0,0,1.25,4315 Del Mar Ave,93013
29,125,100yr,0,0,0,1.25,4315 Del Mar Ave,93013
29,150,avg,23.217222213745117,16.494461059570312,0.29516586661338806,1.5,4315 Del Mar Ave,93013
29,150,100yr,34,17.697633743286133,0.9072651863098145,1.5,4315 Del Mar Ave,93013
29,175,avg,34.69723129272461,19.71026611328125,0.47047457098960876,1.75,4315 Del Mar Ave,93013
29,175,100yr,67,21.932588577270508,1.287363052368164,1.75,4315 Del Mar Ave,93013
29,200,avg,46.76003646850586,19.71026611328125,0.4704040288925171,2,4315 Del Mar Ave,93013
29,200,100yr,101,21.932588577270508,1.287363052368164,2,4315 Del Mar Ave,93013
29,500,avg,336.144775390625,24.461198806762695,0.6647785902023315,5,4315 Del Mar Ave,93013
29,500,100yr,373,24.47528076171875,2.629464864730835,5,4315 Del Mar Ave,93013
30,0,avg,0,0,0,0,4975 Sandyland Rd #109,93013
30,0,100yr,0,0,0,0,4975 Sandyland Rd #109,93013
30,25,avg,0,0,0,0.25,4975 Sandyland Rd #109,93013
30,25,100yr,17,8.055525779724121,0.11309144645929337,0.25,4975 Sandyland Rd #109,93013
30,50,avg,0,0,0,0.5,4975 Sandyland Rd #109,93013
30,50,100yr,7,8.055525779724121,0.11309144645929337,0.5,4975 Sandyland Rd #109,93013
30,75,avg,0,0,0,0.75,4975 Sandyland Rd #109,93013
30,75,100yr,30,8.482233047485352,0.1864231526851654,0.75,4975 Sandyland Rd #109,93013
30,100,avg,0,0,0,1,4975 Sandyland Rd #109,93013
30,100,100yr,37,8.482233047485352,0.1864231526851654,1,4975 Sandyland Rd #109,93013
30,125,avg,36.624149322509766,13.190064430236816,0.1319635659456253,1.25,4975 Sandyland Rd #109,93013
30,125,100yr,91,18.052106857299805,0.2637998163700104,1.25,4975 Sandyland Rd #109,93013
30,150,avg,68.67619323730469,13.190064430236816,0.13186025619506836,1.5,4975 Sandyland Rd #109,93013
30,150,100yr,143,18.052106857299805,0.2637998163700104,1.5,4975 Sandyland Rd #109,93013
30,175,avg,42.425777435302734,21.615827560424805,0.18664367496967316,1.75,4975 Sandyland Rd #109,93013
30,175,100yr,154,23.373985290527344,0.5166115164756775,1.75,4975 Sandyland Rd #109,93013
30,200,avg,40.695411682128906,21.615827560424805,0.18673358857631683,2,4975 Sandyland Rd #109,93013
30,200,100yr,180,23.373985290527344,0.5166115164756775,2,4975 Sandyland Rd #109,93013
30,500,avg,326.3166809082031,24.340784072875977,0.45641979575157166,5,4975 Sandyland Rd #109,93013
30,500,100yr,358,24.351350784301758,2.093552827835083,5,4975 Sandyland Rd #109,93013
31,0,avg,0,0,0,0,4975 Sandyland Rd #206,93013
31,0,100yr,0,0,0,0,4975 Sandyland Rd #206,93013
31,25,avg,0,0,0,0.25,4975 Sandyland Rd #206,93013
31,25,100yr,17,8.055525779724121,0.11309144645929337,0.25,4975 Sandyland Rd #206,93013
31,50,avg,0,0,0,0.5,4975 Sandyland Rd #206,93013
31,50,100yr,7,8.055525779724121,0.11309144645929337,0.5,4975 Sandyland Rd #206,93013
31,75,avg,0,0,0,0.75,4975 Sandyland Rd #206,93013
31,75,100yr,30,8.482233047485352,0.1864231526851654,0.75,4975 Sandyland Rd #206,93013
31,100,avg,0,0,0,1,4975 Sandyland Rd #206,93013
31,100,100yr,37,8.482233047485352,0.1864231526851654,1,4975 Sandyland Rd #206,93013
31,125,avg,36.624149322509766,13.190064430236816,0.1319635659456253,1.25,4975 Sandyland Rd #206,93013
31,125,100yr,91,18.052106857299805,0.2637998163700104,1.25,4975 Sandyland Rd #206,93013
31,150,avg,68.67619323730469,13.190064430236816,0.13186025619506836,1.5,4975 Sandyland Rd #206,93013
31,150,100yr,143,18.052106857299805,0.2637998163700104,1.5,4975 Sandyland Rd #206,93013
31,175,avg,42.425777435302734,21.615827560424805,0.18664367496967316,1.75,4975 Sandyland Rd #206,93013
31,175,100yr,154,23.373985290527344,0.5166115164756775,1.75,4975 Sandyland Rd #206,93013
31,200,avg,40.695411682128906,21.615827560424805,0.18673358857631683,2,4975 Sandyland Rd #206,93013
31,200,100yr,180,23.373985290527344,0.5166115164756775,2,4975 Sandyland Rd #206,93013
31,500,avg,326.3166809082031,24.340784072875977,0.45641979575157166,5,4975 Sandyland Rd #206,93013
31,500,100yr,358,24.351350784301758,2.093552827835083,5,4975 Sandyland Rd #206,93013
32,0,avg,0,0,0,0,4950 Sandyland Rd #230,93013
32,0,100yr,13,4.465486526489258,0.00546693941578269,0,4950 Sandyland Rd #230,93013
32,25,avg,0,0,0,0.25,4950 Sandyland Rd #230,93013
32,25,100yr,0,0,0,0.25,4950 Sandyland Rd #230,93013
32,50,avg,0,0,0,0.5,4950 Sandyland Rd #230,93013
32,50,100yr,0,0,0,0.5,4950 Sandyland Rd #230,93013
32,75,avg,0,0,0,0.75,4950 Sandyland Rd #230,93013
32,75,100yr,7,5.91995906829834,0.054980017244815826,0.75,4950 Sandyland Rd #230,93013
32,100,avg,0,0,0,1,4950 Sandyland Rd #230,93013
32,100,100yr,18,5.91995906829834,0.054980017244815826,1,4950 Sandyland Rd #230,93013
32,125,avg,8.994142532348633,14.571115493774414,0.03137650713324547,1.25,4950 Sandyland Rd #230,93013
32,125,100yr,66,20.80668067932129,0.06975175440311432,1.25,4950 Sandyland Rd #230,93013
32,150,avg,33.994140625,14.571115493774414,0.03136831521987915,1.5,4950 Sandyland Rd #230,93013
32,150,100yr,114,20.80668067932129,0.06975175440311432,1.5,4950 Sandyland Rd #230,93013
32,175,avg,0,0,0,1.75,4950 Sandyland Rd #230,93013
32,175,100yr,119,24.734148025512695,0.11682069301605225,1.75,4950 Sandyland Rd #230,93013
32,200,avg,0,0,0,2,4950 Sandyland Rd #230,93013
32,200,100yr,150,24.734148025512695,0.11682069301605225,2,4950 Sandyland Rd #230,93013
32,500,avg,376.994140625,24.15317153930664,0.45821210741996765,5,4950 Sandyland Rd #230,93013
32,500,100yr,410,24.16423225402832,1.7895972728729248,5,4950 Sandyland Rd #230,93013
33,0,avg,0,0,0,0,4755 Sandyland Rd #6,93013
33,0,100yr,0,0,0,0,4755 Sandyland Rd #6,93013
33,25,avg,0,0,0,0.25,4755 Sandyland Rd #6,93013
33,25,100yr,0,0,0,0.25,4755 Sandyland Rd #6,93013
33,50,avg,0,0,0,0.5,4755 Sandyland Rd #6,93013
33,50,100yr,0,0,0,0.5,4755 Sandyland Rd #6,93013
33,75,avg,0,0,0,0.75,4755 Sandyland Rd #6,93013
33,75,100yr,0,0,0,0.75,4755 Sandyland Rd #6,93013
33,100,avg,0,0,0,1,4755 Sandyland Rd #6,93013
33,100,100yr,2,5.293235778808594,0.12482313066720963,1,4755 Sandyland Rd #6,93013
33,125,avg,15.16103744506836,18.030675888061523,0.05670195072889328,1.25,4755 Sandyland Rd #6,93013
33,125,100yr,43,21.322858810424805,0.20072431862354279,1.25,4755 Sandyland Rd #6,93013
33,150,avg,54.98771667480469,18.030675888061523,0.05675997957587242,1.5,4755 Sandyland Rd #6,93013
33,150,100yr,87,21.322858810424805,0.20072431862354279,1.5,4755 Sandyland Rd #6,93013
33,175,avg,49.87377166748047,23.992298126220703,0.0698050707578659,1.75,4755 Sandyland Rd #6,93013
33,175,100yr,113,24.850000381469727,0.23480534553527832,1.75,4755 Sandyland Rd #6,93013
33,200,avg,48.87377166748047,23.992298126220703,0.06972993165254593,2,4755 Sandyland Rd #6,93013
33,200,100yr,136,24.850000381469727,0.23480534553527832,2,4755 Sandyland Rd #6,93013
33,500,avg,376.50286865234375,24.45863151550293,0.4605208933353424,5,4755 Sandyland Rd #6,93013
33,500,100yr,409,24.489913940429688,1.9698121547698975,5,4755 Sandyland Rd #6,93013
34,0,avg,0,0,0,0,4975 Sandyland Rd #210,93013
34,0,100yr,0,0,0,0,4975 Sandyland Rd #210,93013
34,25,avg,0,0,0,0.25,4975 Sandyland Rd #210,93013
34,25,100yr,17,8.055525779724121,0.11309144645929337,0.25,4975 Sandyland Rd #210,93013
34,50,avg,0,0,0,0.5,4975 Sandyland Rd #210,93013
34,50,100yr,7,8.055525779724121,0.11309144645929337,0.5,4975 Sandyland Rd #210,93013
34,75,avg,0,0,0,0.75,4975 Sandyland Rd #210,93013
34,75,100yr,30,8.482233047485352,0.1864231526851654,0.75,4975 Sandyland Rd #210,93013
34,100,avg,0,0,0,1,4975 Sandyland Rd #210,93013
34,100,100yr,37,8.482233047485352,0.1864231526851654,1,4975 Sandyland Rd #210,93013
34,125,avg,36.624149322509766,13.190064430236816,0.1319635659456253,1.25,4975 Sandyland Rd #210,93013
34,125,100yr,91,18.052106857299805,0.2637998163700104,1.25,4975 Sandyland Rd #210,93013
34,150,avg,68.67619323730469,13.190064430236816,0.13186025619506836,1.5,4975 Sandyland Rd #210,93013
34,150,100yr,143,18.052106857299805,0.2637998163700104,1.5,4975 Sandyland Rd #210,93013
34,175,avg,42.425777435302734,21.615827560424805,0.18664367496967316,1.75,4975 Sandyland Rd #210,93013
34,175,100yr,154,23.373985290527344,0.5166115164756775,1.75,4975 Sandyland Rd #210,93013
34,200,avg,40.695411682128906,21.615827560424805,0.18673358857631683,2,4975 Sandyland Rd #210,93013
34,200,100yr,180,23.373985290527344,0.5166115164756775,2,4975 Sandyland Rd #210,93013
34,500,avg,326.3166809082031,24.340784072875977,0.45641979575157166,5,4975 Sandyland Rd #210,93013
34,500,100yr,358,24.351350784301758,2.093552827835083,5,4975 Sandyland Rd #210,93013
35,0,avg,0,0,0,0,4825 Sandyland Rd #4,93013
